"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineDebugMaterials/BoneWeightMaterial.BoneWeightMaterial","0","0","35","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","0","0","66","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","58","6","0.000000","0","3"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","4","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_LINE_wTexture.M_LINE_wTexture","0","0","35","1","0.000000","0","0"
"/Game/MyMaterials/M_PP_Vignette.M_PP_Vignette","0","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","677","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","36","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover6_2_Mat.cover6_2_Mat","0","0","44","1","0.000000","0","0"
"/Game/Assets/Carpets/textures/TX_Carpet_0304_albedo_Mat.TX_Carpet_0304_albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover2_Mat.cover2_Mat","0","0","44","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover6_Mat.cover6_Mat","0","0","44","1","0.000000","0","0"
"/Game/Assets/Stone_wall/textures/wall_low_wall_low_AlbedoTransparency_tga_Mat.wall_low_wall_low_AlbedoTransparency_tga_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover3_Mat.cover3_Mat","0","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover5_Mat.cover5_Mat","0","0","44","1","0.000000","0","0"
"/Game/Assets/Carpets/textures/TX_Carpet_0102_albedo_Mat.TX_Carpet_0102_albedo_Mat","0","0","23","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching1.M_Sketching1","0","0","43","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching2.M_Sketching2","0","0","43","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching.M_Sketching","0","0","43","1","0.000000","0","0"
"/Game/Sprites/Blood_2_Mat3.Blood_2_Mat3","0","0","32","1","0.000000","0","0"
"/Game/Assets/Stone_Wall_2/textures/Wall_stone_albedo_Mat.Wall_stone_albedo_Mat","0","0","40","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover4_Mat.cover4_Mat","0","0","44","1","0.000000","0","0"
"/Game/dresser/textures/dirtywood256_Mat1.dirtywood256_Mat1","0","0","27","1","0.000000","0","0"
"/Game/dresser/textures/dirtywood256_Mat.dirtywood256_Mat","0","0","18","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Outline.M_Outline","0","0","26","1","0.000000","0","0"
"/Game/Assets/Hallway/textures/Wallpaper_BC_Mat.Wallpaper_BC_Mat","0","0","23","1","0.000000","0","0"
"/MeshModelingToolsetExp/Materials/CheckerMaterial.CheckerMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","0","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","0","0","140","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","0","0","140","6","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","3","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","20","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","31","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","16","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","3","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","26","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","3","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","3","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","44","1","0.000000","0","0"
"/Game/Assets/Hallway/source/Wallpaper.Wallpaper","49","0","27","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_BlackBackground.M_BlackBackground","49","0","4","1","0.000000","0","0"
"/Game/MyMaterials/M_Black.M_Black","49","0","23","1","0.000000","0","0"
"/Game/Assets/stairs/source/lambert1.lambert1","49","0","14","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","82","1","0.000000","0","0"
"/Game/Shelf/source/Material.Material","49","0","14","1","0.000000","0","0"
"/Game/Assets/Hallway/source/TrimSheet.TrimSheet","49","0","14","1","0.000000","0","0"
"/Game/Assets/Window/source/lambert1.lambert1","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/page2.page2","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/cover4.cover4","49","0","14","1","0.000000","0","0"
"/Game/Assets/Carpets/source/SM_Carpet0304.SM_Carpet0304","49","0","14","1","0.000000","0","0"
"/Game/Assets/Carpets/source/SM_Carpet0102.SM_Carpet0102","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/cover5.cover5","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/cover2.cover2","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/page2_001.page2_001","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/cover.cover","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/cover2_001.cover2_001","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/pagetwo.pagetwo","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/peage4.peage4","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/pageone.pageone","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/cover3.cover3","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/back.back","49","0","14","1","0.000000","0","0"
"/Game/Assets/books2/source/page5.page5","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/pageee.pageee","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/page3.page3","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/page1.page1","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/source/cover1.cover1","49","0","14","1","0.000000","0","0"
"/Game/Assets/Telescope/telescope1.telescope1","49","0","14","1","0.000000","0","0"
"/Game/Assets/Stone_wall/source/wall_low.wall_low","49","0","14","1","0.000000","0","0"
"/Game/Assets/Clock/source/standardSurface1.standardSurface1","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book10.Book10","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book6.Book6","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book7.Book7","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book12.Book12","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book2.Book2","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book5.Book5","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book3.Book3","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book8.Book8","49","0","14","1","0.000000","0","0"
"/Game/Assets/coffin/source/coffin2.coffin2","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book11.Book11","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book9.Book9","49","0","14","1","0.000000","0","0"
"/Engine/VREditor/UI/ArrowMaterial.ArrowMaterial","49","0","22","1","0.000000","0","0"
"/Engine/MapTemplates/Materials/BasicAsset01.BasicAsset01","49","0","35","1","0.000000","0","0"
"/Game/Assets/books/source/Book4.Book4","49","0","14","1","0.000000","0","0"
"/Game/Assets/books/source/Book1.Book1","49","0","14","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","35","1","0.000000","0","0"
"/Game/Assets/Bookshelf/source/Material_005.Material_005","49","0","14","1","0.000000","0","0"
"/Game/Assets/Bookshelf/source/Material_001.Material_001","49","0","14","1","0.000000","0","0"
"/Game/Assets/Bookshelf/source/Material_004.Material_004","49","0","14","1","0.000000","0","0"
"/Game/Assets/Bookshelf/source/Material_003.Material_003","49","0","14","1","0.000000","0","0"
"/Game/Assets/coffin/source/coffin1.coffin1","49","0","14","1","0.000000","0","0"
"/Game/Assets/Plant/source/PlantInVase1.PlantInVase1","49","0","14","1","0.000000","0","0"
"/Game/Assets/Candle/source/Candle01.Candle01","49","0","14","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","50","1","0.000000","0","0"
"/Game/StylizedMaterials/PostProcessMaterials/Materials/M_Graphics_02_wRotator.M_Graphics_02_wRotator","49","4","4","1","0.917193","0","7"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","50","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","5","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","64","3","0.000000","0","0"
"/Game/Cursor/M_Cursor.M_Cursor","49","0","62","1","0.000000","0","0"
"/Game/Assets/Sofa/source/Leather_sofa/Material_004.Material_004","49","0","23","1","0.000000","0","0"
"/Game/dresser/textures/lowresrust_Mat.lowresrust_Mat","49","0","18","1","0.000000","0","0"
"/Game/Sprites/Blood_2_Mat2.Blood_2_Mat2","49","0","32","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover1_Mat.cover1_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/Telescope/telescope_telescope_AlbedoTransparency_Mat.telescope_telescope_AlbedoTransparency_Mat","49","0","23","1","0.000000","0","0"
"/Game/Sprites/Blood_2_Mat1.Blood_2_Mat1","49","0","32","1","0.000000","0","0"
"/Game/Assets/books2/textures/necr2_Mat.necr2_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/books2/textures/necr1_Mat.necr1_Mat","49","0","46","1","0.000000","0","0"
"/Game/Sprites/pent_Mat.pent_Mat","49","0","23","1","0.000000","0","0"
"/Game/MyMaterials/M_Outlines.M_Outlines","49","0","4","1","0.000000","0","0"
"/Game/Assets/Chandelier/source/Material_001.Material_001","49","0","14","1","0.000000","0","0"
"/Game/Assets/Chandelier/source/Material_002.Material_002","49","0","14","1","0.000000","0","0"
"/Game/Sprites/Circle_Mat.Circle_Mat","49","0","18","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/BoneWeightMaterial.BoneWeightMaterial","49","0","35","1","0.000000","0","0"
"/Interchange/gltf/M_Unlit.M_Unlit","49","0","70","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","62","6","0.000000","0","3"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","9","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","4","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_LINE_wTexture.M_LINE_wTexture","49","0","35","1","0.000000","0","0"
"/Game/MyMaterials/M_PP_Vignette.M_PP_Vignette","49","0","4","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","68","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","838","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","44","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover6_2_Mat.cover6_2_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/Carpets/textures/TX_Carpet_0304_albedo_Mat.TX_Carpet_0304_albedo_Mat","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover2_Mat.cover2_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover6_Mat.cover6_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/Stone_wall/textures/wall_low_wall_low_AlbedoTransparency_tga_Mat.wall_low_wall_low_AlbedoTransparency_tga_Mat","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover3_Mat.cover3_Mat","49","0","23","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover5_Mat.cover5_Mat","49","0","46","1","0.000000","0","0"
"/Game/Assets/Carpets/textures/TX_Carpet_0102_albedo_Mat.TX_Carpet_0102_albedo_Mat","49","0","23","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching1.M_Sketching1","49","0","43","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching2.M_Sketching2","49","0","43","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Sketching.M_Sketching","49","0","43","1","0.000000","0","0"
"/Game/Sprites/Blood_2_Mat3.Blood_2_Mat3","49","0","32","1","0.000000","0","0"
"/Game/Assets/Stone_Wall_2/textures/Wall_stone_albedo_Mat.Wall_stone_albedo_Mat","49","0","42","1","0.000000","0","0"
"/Game/Assets/books2/textures/cover4_Mat.cover4_Mat","49","0","46","1","0.000000","0","0"
"/Game/dresser/textures/dirtywood256_Mat1.dirtywood256_Mat1","49","0","27","1","0.000000","0","0"
"/Game/dresser/textures/dirtywood256_Mat.dirtywood256_Mat","49","0","18","1","0.000000","0","0"
"/Game/StylizedMaterials/StaticMeshMaterials/M_Outline.M_Outline","49","0","26","1","0.000000","0","0"
"/Game/Assets/Hallway/textures/Wallpaper_BC_Mat.Wallpaper_BC_Mat","49","0","23","1","0.000000","0","0"
"/MeshModelingToolsetExp/Materials/CheckerMaterial.CheckerMaterial","49","0","23","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","127","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","10","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","66","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","92","1","0.000000","0","0"
"/Interchange/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Transmission.M_Transmission","49","0","50","2","0.000000","0","0"
"/Interchange/gltf/M_Sheen.M_Sheen","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_ClearCoat.M_ClearCoat","49","0","144","6","0.000000","0","0"
"/Interchange/gltf/M_Default.M_Default","49","0","144","6","0.000000","0","0"
